"Name","Manufacturing Industry related","Abbreviation","Short description","Latest version","Latest activity found","Project page or publication","Ontology URI","RDF/XML file","Turtle file","Download location","Authors/creators","License"
"GeoSPARQL Extension geo4ExtruOnt","no","geo4ExtruOnt","Submodule from GeoSPARQL: An RDF/OWL vocabulary for representing spatial information.","Information not available","2012-04-30","Information not available","http://bdi.si.ehu.es/bdi/ontologies/geo4ExtruOnt","http://bdi.si.ehu.es/bdi/ontologies/ExtruOnt/geo4ExtruOnt.owl","","","Open Geospatial Consortium","Information not available"
"Holistic","no","Information not available","Defines the holistic perspective which include process and the role of its participants.","1.0.0-beta","2020-12-05","https://github.com/emmo-repo/EMMO","http://emmo.info/emmo/middle/holistic","","http://emmo.info/emmo/1.0.0-beta/middle/holistic","","Adham Hashibon,Emanuele Ghedini,Georg Schmitz,Gerhard Goldbeck,Jesper Friis","CC-BY 4.0"
"IEEE 1872 Annotation","no","Annotation","Ontology for annotation properties used in IEEE1872-owl.","1.0","2017-11-24","https://github.com/srfiorini/IEEE1872-owl","http://purl.org/ieee1872-owl/annotation","https://raw.githubusercontent.com/srfiorini/IEEE1872-owl/master/annotation.owl","","","Sandro Rama Fiorini","CC-BY 4.0"
"Information Artifact Ontology","no","IAO","This ontology contains information entities, originally driven by work by the OBI digital entity and realizable information entity branch.","2022-11-07","2024-02-27","https://obofoundry.org/ontology/iao.html","http://purl.obolibrary.org/obo/iao.owl","https://raw.githubusercontent.com/information-artifact-ontology/IAO/v2022-11-07/iao.owl","","","Adam Goldstein,Alan Ruttenberg,Albert Goldfain,Barry Smith,Bjoern Peters,Carlo Torniai,Chris Mungall,Chris Stoeckert,Christian A. Boelling,Clint Dowland,Darren Natale,David Osumi-Sutherland,Gwen Frishkoff,Holger Stenzhorn,James A. Overton,James Malone,Jennifer Fostel,Jie Zheng,Jonathan Rees,Larisa Soldatova,Lawrence Hunter,Mathias Brochhausen,Matt Brush,Melanie Courtot,Michel Dumontier,Paolo Ciccarese,Pat Hayes,Philippe Rocca-Serra,Randy Dipert,Ron Rudnicki,Satya Sahoo,Sivaram Arabandi,Werner Ceusters,William Duncan,William Hogan,Yongqun (Oliver) He","CC-BY 4.0"
"IOF Annotation Vocabulary","no","Information not available","The IOF Annotation Vocabulary provides a set of OWL annotation properties for annotating IOF or other content with metadata to facilitate user and ontology developer understanding.","Release_202401","2024-03-08","https://github.com/iofoundry/ontology","https://spec.industrialontologies.org/ontology/core/meta/AnnotationVocabulary/","https://spec.industrialontologies.org/ontology/202401/core/meta/AnnotationVocabulary/","","","Evan Wallace,Todd Schneider,IOF Technical Oversight Board (TOB)","MIT"
"Mappings ontology","no","Information not available","A small EMMO-based ontology focusing mappings data to domains and ontological concepts.","0.0.1","2021-10-31","https://github.com/emmo-repo/domain-mappings","http://emmo.info/domain-mappings","","https://raw.githubusercontent.com/emmo-repo/domain-mappings/master/mappings.ttl","","Jesper Friis,Thomas Hagelien,Treesa Rose Joseph","CC-BY 4.0"
"Math","no","Information not available","The math module defines the formal language of mathematics.","1.0.0-beta","2020-12-10","https://github.com/emmo-repo/EMMO","http://emmo.info/emmo/middle/math","","http://emmo.info/emmo/1.0.0-beta/middle/math","","Adham Hashibon,Emanuele Ghedini,Georg Schmitz,Gerhard Goldbeck,Jesper Friis","CC-BY 4.0"
"Measurement Units Ontology","no","MUO","Classes and properties of this ontology have been designed by the MyMobileWeb project. Since the original MUO ontology (http://http://purl.oclc.org/NET/muo/muo) is not available, this is a temporary and self-hosted copy.","Information not available","2008","http://smartcity.linkeddata.es/ontologies/purl.oclc.orgNETmuomuo.html","http://elite.polito.it/ontologies/muo-vocab.owl#","http://elite.polito.it/ontologies/muo-vocab.owl","","","Diego Berrueta,Luis Polo","Information not available"
"Mereotopology","no","Information not available","Introduces the fundamental mereotopological concepts of EMMO and their relations with the real world objects that they represent.","1.0.0-beta","2020-12-05","https://github.com/emmo-repo/EMMO","http://emmo.info/emmo/top/mereotopology","","http://emmo.info/emmo/1.0.0-beta/top/mereotopology","","Adham Hashibon,Emanuele Ghedini,Georg Schmitz,Gerhard Goldbeck,Jesper Friis","CC-BY 4.0"
"Metadata for Ontology Description and publication","no","MOD","Information not available","2.0","2021-12-06","https://www.isibang.ac.in/ns/mod/index.html","https://w3id.org/mod","","https://www.isibang.ac.in/ns/mod/ontology.ttl","","Biswanath Dutta,Clement Jonquet","CC-BY 4.0"
"Metrology","no","Information not available","Defines the formal language of metrology, including theoretical and practical aspects of measurements.","1.0.0-beta","2020-12-10","https://github.com/emmo-repo/EMMO","http://emmo.info/emmo/middle/metrology","","http://emmo.info/emmo/1.0.0-beta/middle/metrology","","Adham Hashibon,Emanuele Ghedini,Georg Schmitz,Gerhard Goldbeck,Jesper Friis","CC-BY 4.0"
"Models","no","Information not available","The models module defines models as semiotic signs that stands for an object by resembling or imitating it, in shape or by sharing a similar logical structure.","1.0.0-beta","2020-12-10","https://github.com/emmo-repo/EMMO","http://emmo.info/emmo/middle/models","","http://emmo.info/emmo/1.0.0-beta/middle/models","","Adham Hashibon,Emanuele Ghedini,Georg Schmitz,Gerhard Goldbeck,Jesper Friis","CC-BY 4.0"
"Naturopathy Knowledge Graph (Ontology and Dataset)","no","Information not available","The Naturopathy Knowledge Graph (Ontology and Dataset) describes relationships between foods, their nutrients, their color, mood, diseases, diets, and allergies.","1.3","2022-03-27","http://goo.gl/Hb1bG4","http://sensormeasurement.appspot.com/naturopathy#","http://sensormeasurement.appspot.com/naturopathy#","","","Amelie Gyrard","GPL-1.0"
"Ontology for vCard","no","VCARD","Ontology for vCard based on RFC6350.","Information not available","2010-01-20","https://www.w3.org/submissions/vcard-rdf/","http://www.w3.org/2006/vcard/ns#","","https://www.w3.org/2006/vcard/ns","","Harry Halpin,Renato Iannella,Brian Suda,Norman Walsh","Information not available"
"OPDM Utility Vocabulary","no","Information not available","An RDF vocabulary for the utility conceptual elements needed across all Product Type Ontologies (PTOs) that conform the project Ontology-based Product Data Management (OPDM) .","Information not available","Information not available","http://www.ebusiness-unibw.org/ontologies/opdm/utility.html","http://purl.org/opdm/utility#","http://purl.org/opdm/utility#","","","http://opdm-project.org/,http://www.unibw.de/ebusiness/","CC-BY 3.0"
"OpenLink ACL Ontology","no","Information not available","Ontology that defines entity and relation types used to describe conditional ACL groups and application realms. Examples include static group, contidional group, recursive authorization etc.","1.8.0","2015-03-20","http://www.openlinksw.com/ontology/acl#","http://www.openlinksw.com/ontology/acl#","","https://www.openlinksw.com/sparql?query=define%20sql%3Adescribe-mode%20%22CBD%22%20%20DESCRIBE%20%3Chttp%3A%2F%2Fwww.openlinksw.com%2Fontology%2Facl%23%3E&output=text%2Fturtle","","OpenLink Software","Information not available"
"OpenLink Product Licenses Ontology","no","Information not available","Ontology that defines entity and relation types used to describe product licenses.","1.2.0","2015-03-20","http://www.openlinksw.com/ontology/licenses#","http://www.openlinksw.com/ontology/licenses#","","https://www.openlinksw.com/sparql?query=define%20sql%3Adescribe-mode%20%22CBD%22%20%20DESCRIBE%20%3Chttp%3A%2F%2Fwww.openlinksw.com%2Fontology%2Flicenses%23%3E&output=text%2Fturtle","","OpenLink Software","Information not available"
"OpenLink Software Ontology","no","Information not available","Ontology that defines entity and relation types used to describe software.","1.2.4","2019-09-10","http://www.openlinksw.com/ontology/software#","http://www.openlinksw.com/ontology/software#","","https://www.openlinksw.com/sparql?query=define%20sql%3Adescribe-mode%20%22CBD%22%20%20DESCRIBE%20%3Chttp%3A%2F%2Fwww.openlinksw.com%2Fontology%2Fsoftware%23%3E&output=text%2Fturtle","","OpenLink Software","Information not available"
"OpenLink Sponger Cartridges Ontology","no","Information not available","Ontology that defines entity and relation types used to describe Sponger Cartridges.","1.0.0","2015-03-20","http://www.openlinksw.com/ontology/cartridges#","http://www.openlinksw.com/ontology/cartridges#","","https://www.openlinksw.com/sparql?query=define%20sql%3Adescribe-mode%20%22CBD%22%20%20DESCRIBE%20%3Chttp%3A%2F%2Fwww.openlinksw.com%2Fontology%2Fcartridges%23%3E","","OpenLink Software","Information not available"
"OpenLink Web Services Ontology","no","Information not available","Ontology that defines entity and relation types used to describe web services, examples include web services, uri templates, uri parameters etc.","1.0.0","2024-01-27","http://www.openlinksw.com/ontology/webservices#","http://www.openlinksw.com/ontology/webservices#","","https://www.openlinksw.com/sparql?query=define%20sql%3Adescribe-mode%20%22CBD%22%20%20DESCRIBE%20%3Chttp%3A%2F%2Fwww.openlinksw.com%2Fontology%2Fwebservices%23%3E&output=text%2Fturtle","","OpenLink Software","Information not available"
"Ordinal","no","Information not available","The ordinal module defines ordering based on direct parthood.","1.0.0-beta","2021-01-19","https://github.com/emmo-repo/EMMO","http://emmo.info/emmo/middle/ordinal","","http://emmo.info/emmo/1.0.0-beta/middle/ordinal","","Emanuele Ghedini,Jesper Friis","CC-BY 4.0"
"Organization Ontology","no","Information not available","Vocabulary for describing organizational structures, specializable to a broad variety of types of organization.","0.8","2014-04-12","http://www.w3.org/TR/vocab-org/","https://www.w3.org/ns/org#","","https://www.w3.org/ns/org#","","Dave Reynolds,Dominique Guardiola,Antonio Maccioni,Giorgia Lodi,Shuji Kamitsuna,Guadalupe Aguado de Cea,Elena Montiel Ponsoda,Olga Ximena Giraldo,María Poveda Villalón","PDDL 1.0"
"OWL-Time","no","TIME","OWL-Time is an OWL-2 DL ontology of temporal concepts, for describing the temporal properties of resources in the world or described in Web pages.","Information not available","2017-04-06","https://www.w3.org/TR/owl-time/","http://www.w3.org/2006/time#","","https://www.w3.org/2006/time","","Simon Cox,Chris Little","CC-BY 4.0"
"PartOf","no","Information not available","Ontology design pattern to represent entities and their parts.","1.1","2010-03-08","http://ontologydesignpatterns.org/wiki/Submissions:PartOf","http://www.ontologydesignpatterns.org/cp/owl/partof.owl","http://www.ontologydesignpatterns.org/cp/owl/partof.owl","","","Valentina Presutti","Information not available"
"PAV - Provenance, Authoring and Versioning","no","PAV","PAV is a lightweight ontology for tracking Provenance, Authoring and Versioning.","2.3.1","2014-08-28","https://pav-ontology.github.io/pav/","http://purl.org/pav/","https://purl.org/pav/","","","Paolo Ciccarese,Stian Soiland-Reyes","Apache License 2.0"
"Perceptual","no","Information not available","Defines the perceptual perspective, which which categorises real world objects according to how they are percieved by an user as a recognisable pattern in space or time.","1.0.0-beta","2020-12-10","https://github.com/emmo-repo/EMMO","http://emmo.info/emmo/middle/perceptual","","http://emmo.info/emmo/1.0.0-beta/middle/perceptual","","Adham Hashibon,Emanuele Ghedini,Georg Schmitz,Gerhard Goldbeck,Jesper Friis","CC-BY 4.0"
"Perspective","no","Information not available","The perspective module provides the practical implementation of the EMMO pluralistic approach for which the only objective categorization is provided by the Universe individual and all the Quantum individuals.","1.0.0-beta","2020-12-05","https://github.com/emmo-repo/EMMO","http://emmo.info/emmo/middle/perspective","","http://emmo.info/emmo/1.0.0-beta/middle/perspective","","Adham Hashibon,Emanuele Ghedini,Georg Schmitz,Gerhard Goldbeck,Jesper Friis","CC-BY 4.0"
"Physical","no","Information not available","Defines Physical, which is the superclass for all real world objects and its complement, Void.","1.0.0-beta","2020-12-05","https://github.com/emmo-repo/EMMO","http://emmo.info/emmo/top/physical","","http://emmo.info/emmo/1.0.0-beta/top/physical","","Adham Hashibon,Emanuele Ghedini,Georg Schmitz,Gerhard Goldbeck,Jesper Friis","CC-BY 4.0"
"Physicalistic","no","Information not available","Defines the root of the physicalistic perspective that introduces the concept of real world objects that have a meaning for the ontologist under an applied physics perspective.","1.0.0-beta","2020-12-05","https://github.com/emmo-repo/EMMO","http://emmo.info/emmo/middle/physicalistic","","http://emmo.info/emmo/1.0.0-beta/middle/physicalistic","","Adham Hashibon,Emanuele Ghedini,Georg Schmitz,Gerhard Goldbeck,Jesper Friis","CC-BY 4.0"
"Procedure Execution ontology","no","Information not available","The Procedure Execution ontology (PEP) defines `pep:ProcedureExecutor`s that implement `pep:Procedure` methods, and generate `pep:ProcedureExecution` activities.","1.1","2016-05-28","https://ci.mines-stetienne.fr/pep/","https://w3id.org/pep/","https://w3id.org/pep/pep-1.1.rdf","https://w3id.org/pep/pep-1.1.ttl","","Maxime Lefrançois","Apache License 2.0"
"Procedure ontology module for the EEPSA Ontology","no","Information not available","This ontology module describes the Procedure terminology under the eep:Procedure class for the EEPSA Ontology.","1.1","2018-09-01","https://iesnaola.github.io/eepsa/P4EEPSA/index-en.html","https://w3id.org/eepsa/p4eepsa","https://iesnaola.github.io/eepsa/P4EEPSA/ontology/ontology.owl","https://iesnaola.github.io/eepsa/P4EEPSA/ontology/ontology.ttl","","Iker Esnaola-Gonzalez,Jesús Bermúdez","CC-BY-NC 4.0"
"Properties","no","Information not available","Defines properties as the result of an observation process.","1.0.0-beta","2021-01-19","https://github.com/emmo-repo/EMMO","http://emmo.info/emmo/middle/properties","","http://emmo.info/emmo/1.0.0-beta/middle/properties","","Adham Hashibon,Emanuele Ghedini,Georg Schmitz,Gerhard Goldbeck,Jesper Friis","CC-BY 4.0"
"Protégé","no","PROTEGE","Information not available","Information not available","Information not available","http://protege.stanford.edu/plugins/owl/protege#","http://protege.stanford.edu/plugins/owl/protege#","http://protege.stanford.edu/plugins/owl/protege","","","Information not available","Information not available"
"PROV Namespace","no","PROV","The namespace http://www.w3.org/ns/prov# is intended for use with the PROV family of documents that support the interchange of provenance on the web.","Information not available","2013-05-13","https://www.w3.org/ns/prov","http://www.w3.org/ns/prov#","https://www.w3.org/ns/prov.owl","https://www.w3.org/ns/prov.ttl","","Provenance Working Group","W3C Document License (2023)"
"QUDT Decimal Prefixes","no","Information not available","The Prefixes vocabulary defines the prefixes commonly prepended to units to connote multiplication, either decimal or binary.","2.1.36","2024-02-26","https://qudt.org/doc/DOC_VOCAB-PREFIXES.html","http://qudt.org/vocab/prefix","","http://qudt.org/vocab/prefix/","","Ralph Hodgson","CC-BY 4.0"
"QUDT Dimension Vectors","no","Information not available","QUDT Dimension Vectors is a vocabulary that extends QUDT Quantity Kinds with properties that support dimensional analysis.","2.1.36","2024-02-26","https://www.qudt.org/doc/DOC_VOCAB-DIMENSION-VECTORS.html","http://qudt.org/vocab/dimensionvector","","http://qudt.org/vocab/dimensionvector/","","Ralph Hodgson","CC-BY 4.0"
"QUDT Functions Extension","no","Information not available","QUDT function extenstion.","2.1.36","2023-04-12","https://github.com/qudt/qudt-public-repo","http://qudt.org/schema/extensions/functions","","http://qudt.org/schema/extensions/functions","","Matt Goldberg,Steve Ray","CC-BY 4.0"
"QUDT Physical Constants","no","Information not available","The Constants vocabulary defines terms for and contains the values and standard uncertainties of physical constants, initially populated from the NIST website: The NIST Reference on Constants, Units, and Uncertainty, at http://physics.nist.gov/cuu/index.html.","2.1.34","2023-12-18","https://qudt.org/doc/2023/12/DOC_VOCAB-CONSTANTS-v2.1.html","http://qudt.org/vocab/constant","","http://qudt.org/vocab/constant/","","Ralph Hodgson","CC-BY 4.0"
"QUDT Quantity Kind Vocabulary","no","Information not available","Provides the set of all quantity kinds.","2.1.36","2024-02-26","https://www.qudt.org/doc/DOC_VOCAB-QUANTITY-KINDS.html","http://qudt.org/vocab/quantitykind","","https://qudt.org/vocab/quantitykind/","","Ralph Hodgson","CC-BY 4.0"
"QUDT Systems of Units","no","Information not available","QUDT Systems of Units Vocabulary.","2.1.36","2024-02-26","https://www.qudt.org/doc/DOC_VOCAB-SYSTEMS-OF-UNITS.html","http://qudt.org/vocab/sou","","http://qudt.org/vocab/sou/","","Ralph Hodgson","CC-BY 4.0"
"QUDT Schema","no","Information not available","The QUDT, or ‘Quantity, Unit, Dimension and Type’ schema defines the base classes properties, and restrictions used for modeling physical quantities, units of measure, and their dimensions in various measurement systems.","2.1.36","2024-02-26","https://www.qudt.org/doc/DOC_SCHEMA-QUDT.html","http://qudt.org/schema/qudt","","https://qudt.org/schema/qudt/","","Ralph Hodgson","CC-BY 4.0"
"QUDT SCHEMA Facade graph","no","Information not available","Facade graph for single place to redirect QUDT schema imports.","2.1.33","Information not available","Information not available","http://qudt.org/schema/facade/qudt","","http://qudt.org/schema/facade/qudt","","Information not available","Information not available"
"QUDT Systems of Quantity Kinds","no","Information not available","QUDT Systems of Quantity Kinds Vocabulary .","2.1.36","2024-02-26","https://www.qudt.org/doc/DOC_VOCAB-SYSTEMS-OF-QUANTITY-KINDS.html","http://qudt.org/vocab/soqk","","http://qudt.org/vocab/soqk/","","Ralph Hodgson","CC-BY 4.0"
"QUDT Units of Measure","no","Information not available","Standard units of measure for all units.","2.1.36","2024-02-26","https://www.qudt.org/doc/DOC_VOCAB-UNITS.html","http://qudt.org/vocab/unit","","https://qudt.org/vocab/unit/","","Ralph Hodgson","CC-BY 4.0"
"Reductionistic","no","Information not available","Defines the reductionistic perspective, which uses the fundamental non-transitive parthood relation, called direct parthood, to provide a powerful granularity description of multiscale real world objects.","1.0.0-beta","2022-05-08","https://github.com/emmo-repo/EMMO","http://emmo.info/emmo/middle/reductionistic","","http://emmo.info/emmo/1.0.0-beta/middle/reductionistic","","Adham Hashibon,Emanuele Ghedini,Georg Schmitz,Gerhard Goldbeck,Jesper Friis","CC-BY 4.0"
"Resource Description Framework Concepts Vocabulary","no","RDF","This is the RDF Schema for the RDF vocabulary terms in the RDF Namespace, defined in RDF 1.1 Concepts.","1.1","2014-02-25","http://www.w3.org/1999/02/22-rdf-syntax-ns#","http://www.w3.org/1999/02/22-rdf-syntax-ns#","","https://www.w3.org/1999/02/22-rdf-syntax-ns","","Richard Cyganiak,David Wood,Markus Lanthaler","W3C Document License (2023)"
"Resource Description Framework Schema Vocabulary","no","RDFS","RDFS is set of classes with certain properties using the RDF extensible knowledge representation data model, providing basic elements for the description of ontologies.","1.1","2014-02-25","https://www.w3.org/TR/rdf11-schema/","http://www.w3.org/2000/01/rdf-schema#","","http://www.w3.org/2000/01/rdf-schema","","Dan Brickley,R.V. Guha","W3C Document License (2023)"
"Result-Context Ontology-Design-Pattern","no","Information not available","The Result-Context ODP consists of a class eep:Execution (defined in the EEP ODP) and five properties that represent its context in terms of the result (rc:hasResult and rc:hasSimpleResult), temporal context (rc:hasGenerationTime and cp:hasTemporalContext) and spatial context (rc:hasSpatialContext).","1.0","2018-12-01","https://iesnaola.github.io/RC/index-en.html","https://w3id.org/rc","https://iesnaola.github.io/RC/ontology/ontology.owl","https://iesnaola.github.io/RC/ontology/ontology.ttl","","Iker Esnaola-Gonzalez,Jesús Bermúdez","CC-BY 4.0"
"SEAS Ontology","no","Information not available","The main SEAS ontology glues together all of the SEAS modules.","1.1","2017-08-29","https://ci.mines-stetienne.fr/seas/","https://w3id.org/seas/","https://w3id.org/seas/seas-1.1.rdf","https://w3id.org/seas/seas-1.1.ttl","","Maxime Lefrançois","Apache License 2.0"
"SEAS Battery Ontology","no","Information not available","This ontology defines batteries and their state of charge ratio property.","1.0","2016-11-03","https://ci.mines-stetienne.fr/seas/BatteryOntology","https://w3id.org/seas/BatteryOntology","https://ci.mines-stetienne.fr/seas/BatteryOntology-1.0.rdf","https://ci.mines-stetienne.fr/seas/BatteryOntology-1.0.ttl","","Maxime Lefrançois","Apache License 2.0"
"SEAS Boolean Property Ontology","no","Information not available","This ontology applies the design patterns defined in the Feature of Interest ontology and the Evaluation ontology for boolean-valued properties.","1.0","2017-08-04","https://ci.mines-stetienne.fr/seas/BooleanPropertyOntology","https://w3id.org/seas/BooleanPropertyOntology","https://w3id.org/seas/BooleanPropertyOntology-1.0.rdf","https://w3id.org/seas/BooleanPropertyOntology-1.0.ttl","","Maxime Lefrançois","Apache License 2.0"
"SEAS City Ontology","no","Information not available","The SEAS City ontology contains subclasses of zones usefull to describe cities.","1.0","2017-08-23","https://ci.mines-stetienne.fr/seas/CityOntology","https://w3id.org/seas/CityOntology","https://w3id.org/seas/CityOntology-1.0.rdf","https://w3id.org/seas/CityOntology-1.0.ttl","","Lynda Temal","Apache License 2.0"
"SEAS Energy Form vocabulary","no","Information not available","This vocabulary defines the forms of energy.","1.0","2016-07-24","https://ci.mines-stetienne.fr/seas/EnergyFormOntology","https://w3id.org/seas/EnergyFormOntology","https://ci.mines-stetienne.fr/seas/EnergyFormOntology-1.0.rdf","https://ci.mines-stetienne.fr/seas/EnergyFormOntology-1.0.ttl","","Maxime Lefrançois","Apache License 2.0"
"SEAS Evaluation ontology","no","Information not available","The Evaluation ontology describes evaluation of seas:Propertyies. There may be: direct evaluations, or qualified evaluations.","1.0","2016-09-21","https://ci.mines-stetienne.fr/seas/EvaluationOntology","https://w3id.org/seas/EvaluationOntology","https://ci.mines-stetienne.fr/seas/EvaluationOntology-1.0.rdf","https://ci.mines-stetienne.fr/seas/EvaluationOntology-1.0.ttl","","Maxime Lefrançois","Apache License 2.0"
"SEAS Failable System ontology","no","Information not available","The SEAS Failable System ontology defines properties to qualify features of interest, their failures and repairs.","1.0","2017-08-23","https://ci.mines-stetienne.fr/seas/FailableSystemOntology","https://w3id.org/seas/FailableSystemOntology","https://ci.mines-stetienne.fr/seas/FailableSystemOntology-1.0.rdf","https://ci.mines-stetienne.fr/seas/FailableSystemOntology-1.0.ttl","","Maxime Lefrançois","Apache License 2.0"
"SEAS Feature of Interest ontology","no","Information not available","This ontology defines feature of interest and their properties, as an extension of the core classes of the SSN ontology.","1.0","2016-09-21","https://ci.mines-stetienne.fr/seas/FeatureOfInterestOntology","https://w3id.org/seas/FeatureOfInterestOntology","https://w3id.org/seas/FeatureOfInterestOntology-1.0.rdf","https://w3id.org/seas/FeatureOfInterestOntology-1.0.ttl","","Maxime Lefrançois","Apache License 2.0"
"SEAS Flexibility ontology","no","Information not available","The SEAS Flexibility ontology defines evaluation sub types to interpret evaluations of controllable properties.","1.0","2016-09-30","https://ci.mines-stetienne.fr/seas/FlexibilityOntology","https://w3id.org/seas/FlexibilityOntology","https://w3id.org/seas/FlexibilityOntology-1.0.rdf","https://w3id.org/seas/FlexibilityOntology-1.0.ttl","","Maxime Lefrançois","Apache License 2.0"
"SEAS Forecasting ontology","no","Information not available","The SEAS Forecasting ontology extends the Procedure Execution ontology (https://w3id.org/pep/).","1.1","2017-08-29","https://ci.mines-stetienne.fr/seas/ForecastingOntology","https://w3id.org/seas/ForecastingOntology","https://w3id.org/seas/ForecastingOntology-1.1.rdf","https://w3id.org/seas/ForecastingOntology-1.1.ttl","","Maxime Lefrançois","Apache License 2.0"
"SEAS Generic Property ontology","no","Information not available","The SEAS Generic Property ontology defines the different categories of Generic Properties we can met in different domains. Such as Temperature, Speed, length…. These properties are dependants entities: they are inherent in some entity and that cannot exist without this entity.","1.0","2017-03-20","https://ci.mines-stetienne.fr/seas/GenericPropertyOntology","https://w3id.org/seas/GenericPropertyOntology","","https://w3id.org/seas/GenericPropertyOntology-1.0.ttl","","Lynda Temal","Apache License 2.0"
"SEAS Green KPI ontology","no","Information not available","The SEAS Green KPI ontology defines KPI properties for the energy domain.","1.0","2016-09-26","https://ci.mines-stetienne.fr/seas/GreenKPIOntology","https://w3id.org/seas/GreenKPIOntology","","https://ci.mines-stetienne.fr/seas/GreenKPIOntology-1.0.ttl","","Maxime Lefrançois","Apache License 2.0"
"SEAS Offering ontology","no","Information not available","The SEAS Offering ontology defines offerings and transactions between players.","1.1","2016-09-30","https://ci.mines-stetienne.fr/seas/OfferingOntology","https://w3id.org/seas/OfferingOntology","","https://w3id.org/seas/OfferingOntology-1.1.ttl","","Maxime Lefrançois","Apache License 2.0"
"SEAS OptimizationProcedure ontology","no","Information not available","The SEAS OptimizationProcedure ontology extends the Procedure Execution ontology (https://w3id.org/pep/).","1.1","2017-08-29","https://ci.mines-stetienne.fr/seas/OptimizationOntology","https://w3id.org/seas/OptimizationOntology","","https://ci.mines-stetienne.fr/seas/OptimizationOntology-1.1.ttl","","Maxime Lefrançois","Apache License 2.0"
"SEAS Periodic Signal Property Ontology","no","Information not available","This ontology defines properties that evolve periodically in time, and evaluations of these properties.","1.0","2016-11-03","https://ci.mines-stetienne.fr/seas/PeriodicSignalOntology","https://w3id.org/seas/PeriodicSignalOntology","","https://w3id.org/seas/PeriodicSignalOntology-1.0.ttl","","Maxime Lefrançois","Apache License 2.0"
"SEAS Pricing ontology","no","Information not available","The SEAS Pricing ontology defines the different categories of princing we can meet in the market vacabulary.","1.0","2017-01-05","https://ci.mines-stetienne.fr/seas/PricingOntology","https://w3id.org/seas/PricingOntology","","https://ci.mines-stetienne.fr/seas/PricingOntology-1.0.ttl","","Lynda Temal","Apache License 2.0"
"SEAS Statistics Ontology","no","Information not available","This ontology defines common evaluation interpretation concepts for statistics.","1.0","2016-07-21","https://ci.mines-stetienne.fr/seas/StatisticsOntology","https://w3id.org/seas/StatisticsOntology","","https://w3id.org/seas/StatisticsOntology-1.0.ttl","","Maxime Lefrançois","Apache License 2.0"
"SEAS Trading Ontology","no","Information not available","The SEAS Trading Ontology defines concepts and relations to describe ownership, trading, bilateral contracts and market licenses.","1.1","2016-11-15","https://ci.mines-stetienne.fr/seas/TradingOntology","https://w3id.org/seas/TradingOntology","","https://w3id.org/seas/TradingOntology-1.1.ttl","","Maxime Lefrançois","Apache License 2.0"
"SEAS Time Ontology","no","Information not available","This ontology defines: (1) a set of subclasses of `seas:Evaluation` to better interpret evaluations of quantifiable properties. (2) a set of sub properties of `seas:hasProperty` to qualify time-related properties.","1.0","2016-09-26","https://ci.mines-stetienne.fr/seas/TimeOntology","https://w3id.org/seas/TimeOntology","","https://w3id.org/seas/TimeOntology-1.0.ttl","","Maxime Lefrançois","Apache License 2.0"
"SEAS Zone Lighting ontology","no","Information not available","The SEAS Zone Lighting ontology describes light sources and illuminable zones.","1.0","2016-09-26","https://ci.mines-stetienne.fr/seas/ZoneLightingOntology","https://w3id.org/seas/ZoneLightingOntology","","https://w3id.org/seas/ZoneLightingOntology-1.0.ttl","","Maxime Lefrançois","Apache License 2.0"
"Schemaorg","no","SDO","Schema.org is a collaborative,community activity with a mission to create,maintain,and promote schemas for structured data on the Internet,on web pages,in email messages and beyond.","26.0","2024-02-12","https://schema.org/","http://schema.org/","https://raw.githubusercontent.com/schemaorg/schemaorg/main/data/releases/26.0/schemaorg-all-https.rdf","https://raw.githubusercontent.com/schemaorg/schemaorg/main/data/releases/26.0/schemaorg-all-https.ttl","","Schema.org Community Group","Apache License 2.0"
"Semanticscience Integrated Ontology (SIO)","no","SIO","The semanticscience integrated ontology (SIO) provides a simple, integrated ontology (types, relations) for objects, processes and their attributes.","1.17.0","2024-03-25","http://sio.semanticscience.org","http://semanticscience.org/ontology/sio.owl","http://semanticscience.org/ontology/sio-subset-labels.owl","","","Michel Dumontier","CC-BY 4.0"
"Semiotics","no","Information not available","The semiotics module is based on the semiotic theory by Charles S.","1.0.0-beta","2021-01-26","https://github.com/emmo-repo/EMMO","http://emmo.info/emmo/middle/semiotics","http://emmo.info/emmo/1.0.0-beta/middle/semiotics","","","Adham Hashibon,Emanuele Ghedini,Georg Schmitz,Gerhard Goldbeck,Jesper Friis","CC-BY 4.0"
"SemWeb Vocab Status ontology","no","VS","An RDF vocabulary for relating Semantic Web vocabulary terms to their status.","Information not available","2011-12-12","Information not available","http://www.w3.org/2003/06/sw-vocab-status/ns#","https://www.w3.org/2003/06/sw-vocab-status/ns#","","","Dan Brickley,Leigh Dodds,Libby Miller","Information not available"
"Simple Feature Ontology","no","SF","An OWL ontology of the Simple Features geometry types.","1.1","2024-01-22","https://github.com/opengeospatial/ogc-geosparql","http://www.opengis.net/ont/sf","","https://raw.githubusercontent.com/opengeospatial/ogc-geosparql/master/vocabularies/sf_geometries.ttl","","OGC GeoSPARQL Standards Working Group","OGC Document License Agreement"
